TransactionAmount,TransactionDuration,AccountBalance,CustomerAge,TransactionType,Channel,Cluster
15.74,37.99999999999999,690.16,27.0,Debit,Branch,1
353.68,145.0,6777.12,70.0,Debit,Online,3
297.15,178.0,5449.37,76.0,Debit,Online,3
647.85,121.0,13779.97,36.0,Debit,Branch,1
75.04,178.0,9648.6,49.0,Debit,ATM,2
273.92,35.0,1029.15,28.0,Debit,Online,3
215.8,66.0,3656.62,51.0,Credit,Branch,1
963.77,247.99999999999997,6710.51,41.0,Debit,ATM,2
420.6,55.0,1778.75,26.0,Debit,Branch,1
688.36,22.0,5191.13,23.0,Credit,Branch,1
285.18,150.0,14847.97,55.0,Credit,Branch,1
213.55,15.0,5238.37,63.0,Debit,ATM,2
463.11,159.0,10238.82,51.0,Credit,Branch,1
150.03,176.0,7491.42,73.0,Debit,ATM,2
428.61,131.0,2116.36,51.0,Debit,Branch,1
309.56,147.0,972.04,58.0,Debit,Online,3
377.08,71.0,6430.86,26.0,Credit,Branch,1
77.25,157.0,14077.97,68.0,Debit,Branch,1
146.92,272.0,3990.6,64.0,Debit,ATM,2
126.6,146.0,961.6499999999999,22.0,Debit,Branch,1
101.34,45.99999999999999,703.2599999999999,24.0,Debit,ATM,2
184.97,268.0,1156.67,58.0,Debit,Branch,1
451.15,175.0,1356.47,46.0,Debit,ATM,2
516.47,94.0,1305.06,25.0,Credit,ATM,2
880.04,29.000000000000004,261.97,25.0,Debit,ATM,2
353.69,163.0,9500.79,59.0,Debit,Online,3
66.69,140.0,1210.33,25.0,Credit,Branch,1
95.75,169.0,337.62,31.0,Debit,Branch,1
43.91,86.0,1806.68,27.0,Debit,Online,3
98.03,165.0,6323.45,54.0,Debit,Branch,1
617.66,128.0,7155.95,42.0,Debit,ATM,2
888.57,102.0,7896.14,62.0,Debit,Online,3
107.48,129.0,591.2299999999999,22.0,Debit,Branch,1
36.57,69.00000000000001,2583.07,62.0,Debit,ATM,2
575.62,129.0,234.40999999999997,43.0,Debit,Online,3
84.89,70.0,4735.61,37.0,Debit,ATM,2
832.3,86.0,6617.52,69.0,Credit,Branch,1
180.65,37.99999999999999,816.0099999999999,22.0,Debit,Branch,1
7.759999999999999,84.00000000000001,7393.11,52.0,Credit,Online,3
109.3,26.999999999999996,13510.11,56.0,Debit,Branch,1
230.08,123.99999999999999,4466.1,79.0,Debit,Online,3
361.92,111.0,7474.31,54.0,Debit,ATM,2
71.29,55.0,7225.63,68.0,Debit,ATM,2
122.44999999999999,98.0,7255.49,46.0,Debit,Branch,1
642.53,128.0,11417.91,65.0,Debit,ATM,2
62.86000000000001,30.999999999999996,1040.43,25.0,Debit,Branch,1
175.21,69.00000000000001,6039.04,69.0,Credit,ATM,2
168.0,11.0,3498.58,32.0,Credit,Branch,1
11.46,73.0,6628.75,67.0,Debit,Online,3
382.07,147.0,10156.09,62.0,Credit,Branch,1
13.48,20.0,521.88,18.0,Debit,Online,3
65.32,53.99999999999999,9165.02,28.0,Debit,ATM,2
83.07,291.0,6704.76,27.0,Debit,Branch,1
730.1,93.0,6384.05,77.0,Credit,Branch,1
85.31,26.999999999999996,6095.65,62.0,Debit,ATM,2
726.61,277.0,1008.76,18.0,Debit,ATM,2
130.4,63.0,4381.24,45.0,Debit,Branch,1
68.1,47.0,1382.8,20.0,Debit,ATM,2
65.26,72.0,7380.63,26.0,Debit,Branch,1
191.62,51.00000000000001,1981.6700000000003,63.0,Debit,Branch,1
212.88,122.0,7036.72,39.0,Debit,Online,3
88.38,138.0,3707.82,30.0,Debit,ATM,2
48.77,51.00000000000001,2040.1600000000003,42.0,Credit,Online,3
289.1,206.0,267.53,27.0,Debit,ATM,2
390.09,49.0,2617.23,26.0,Debit,Online,3
48.29,242.0,8883.4,37.0,Debit,Online,3
333.83,135.0,1660.66,63.0,Debit,ATM,2
1074.29,79.0,2011.6,67.0,Debit,Branch,1
100.27,51.00000000000001,4309.9,79.0,Debit,Online,3
44.54,164.0,362.4,31.0,Debit,ATM,2
1156.18,40.0,836.69,52.0,Credit,Online,3
82.17,21.000000000000004,1913.06,28.0,Debit,Branch,1
1045.45,150.0,563.46,19.0,Debit,Online,3
447.42,65.0,6133.22,32.0,Debit,Online,3
590.26,48.0,1068.28,25.0,Credit,Branch,1
192.73,157.0,2037.7499999999998,71.0,Debit,Branch,1
146.01,269.0,221.79,26.0,Debit,Online,3
136.05,63.0,1127.54,24.0,Debit,Online,3
11.57,64.0,2061.61,56.0,Credit,Branch,1
102.34,78.0,9326.28,51.0,Debit,Online,3
7.820000000000001,273.0,2240.49,36.0,Debit,ATM,2
79.43,72.0,6579.37,74.0,Debit,ATM,2
386.97,137.0,1876.35,58.0,Debit,Branch,1
51.22,82.0,1664.59,23.0,Debit,Branch,1
256.05,35.0,6910.18,54.0,Debit,ATM,2
7.79,298.0,1319.85,34.0,Debit,Branch,1
233.71,11.0,6095.5,63.0,Debit,Branch,1
176.37,126.0,2420.86,55.0,Debit,Branch,1
122.62999999999998,153.0,359.06,21.0,Debit,Branch,1
86.41,125.0,3128.71,75.0,Debit,ATM,2
21.57,71.0,7587.48,54.0,Debit,ATM,2
82.67,45.99999999999999,290.59,26.0,Debit,Branch,1
451.35,223.0,7707.959999999999,47.0,Credit,Branch,1
299.42,53.00000000000001,4735.41,63.0,Credit,Branch,1
543.47,122.0,6165.03,18.0,Debit,ATM,2
346.76,116.00000000000001,1637.75,21.0,Credit,Branch,1
47.48,66.0,585.5199999999999,24.0,Debit,Branch,1
64.92,236.0,5481.76,58.0,Debit,Branch,1
350.72,48.0,1982.8999999999999,28.0,Credit,ATM,2
3.8000000000000003,174.0,5766.96,65.0,Debit,Online,3
22.54,42.00000000000001,7139.11,26.0,Debit,Online,3
767.14,37.99999999999999,4732.57,62.0,Credit,Branch,1
167.47,103.0,2293.13,35.0,Debit,ATM,2
43.65,212.0,2870.67,30.0,Credit,Branch,1
391.08,105.0,6885.16,56.0,Debit,Online,3
390.77,34.0,5500.56,44.0,Debit,Online,3
508.15999999999997,131.0,5609.44,39.0,Debit,ATM,2
36.76,107.99999999999999,1228.93,65.0,Credit,Online,3
332.33,101.0,192.63,27.0,Debit,ATM,2
362.09,30.999999999999996,6590.28,32.0,Debit,Branch,1
42.58,80.0,13485.0,30.0,Debit,Online,3
122.35,188.0,6472.5,53.0,Credit,Branch,1
248.65999999999997,113.0,2571.39,28.0,Debit,Online,3
461.25,171.0,676.0999999999999,54.0,Credit,Online,3
61.77000000000001,49.0,12352.2,56.0,Debit,Branch,1
268.92,148.0,8765.38,29.0,Debit,Branch,1
303.97,77.0,1590.88,24.0,Debit,Online,3
219.02,68.00000000000001,7375.73,54.0,Credit,Online,3
125.14,30.999999999999996,1845.18,20.0,Debit,Branch,1
47.6,115.0,1382.51,53.0,Debit,Online,3
592.82,247.99999999999997,7508.98,74.0,Debit,Online,3
372.5,211.0,3901.82,22.0,Debit,ATM,2
4.72,20.0,4792.01,32.0,Debit,Branch,1
144.93,74.0,6887.52,42.0,Debit,Branch,1
316.56,261.0,8643.51,28.0,Debit,Online,3
9.18,140.0,887.3199999999999,22.0,Debit,Online,3
421.25,66.0,7174.69,25.0,Debit,Online,3
185.71,194.0,2679.91,48.0,Debit,Branch,1
1432.02,138.0,4315.07,60.0,Debit,Branch,1
26.27,177.0,8853.93,45.0,Credit,Online,3
297.03,151.0,1088.62,61.0,Debit,Online,3
341.67,96.0,1442.29,53.0,Debit,Branch,1
99.52,127.0,3798.0900000000006,52.0,Debit,ATM,2
881.1,16.0,9951.68,28.0,Debit,Branch,1
139.69,180.0,9567.94,52.0,Debit,Online,3
42.72,143.0,2669.66,37.0,Debit,ATM,2
112.72,17.0,9630.0,31.0,Debit,Branch,1
568.88,105.0,1307.86,19.0,Debit,Branch,1
189.03,50.00000000000001,1916.46,28.0,Debit,ATM,2
199.8,163.0,167.28,20.0,Debit,ATM,2
189.08,238.0,10790.8,68.0,Debit,Branch,1
958.9,135.0,9977.49,31.0,Debit,Branch,1
409.59,50.00000000000001,14563.02,35.0,Debit,Online,3
349.34,245.0,614.1399999999999,28.0,Credit,ATM,2
283.15,180.0,603.79,24.0,Debit,Online,3
151.82,105.0,2197.12,51.0,Debit,ATM,2
438.59,103.0,8994.39,37.0,Debit,Online,3
590.57,93.0,3224.6,79.0,Debit,ATM,2
63.74,30.999999999999996,4336.4,63.0,Debit,Online,3
77.02,132.0,800.8299999999999,59.0,Credit,Online,3
501.15,208.0,8821.84,47.0,Debit,Branch,1
917.81,75.0,3173.17,64.0,Debit,ATM,2
8.95,102.0,3299.84,76.0,Debit,Online,3
173.6,160.0,421.44,21.0,Debit,Online,3
149.4,123.0,1035.22,53.0,Debit,ATM,2
388.21,237.0,9724.49,53.0,Credit,Branch,1
484.3,230.0,7910.300000000001,61.0,Credit,Online,3
126.04,167.0,6041.69,65.0,Credit,Branch,1
52.04,30.999999999999996,8436.12,50.0,Credit,Branch,1
389.7,215.99999999999997,7125.15,62.0,Credit,Branch,1
161.1,104.0,239.11999999999998,19.0,Credit,ATM,2
309.77,137.0,4378.14,67.0,Credit,Online,3
838.57,273.0,14576.47,41.0,Debit,ATM,2
202.55,34.0,701.7299999999999,21.0,Debit,ATM,2
724.18,134.0,10922.78,41.0,Debit,Branch,1
124.98,78.0,641.9999999999999,24.0,Debit,ATM,2
487.32,164.0,7707.959999999999,52.0,Debit,Branch,1
635.91,78.0,13267.09,46.0,Credit,Branch,1
205.65,144.0,3582.16,62.0,Debit,Branch,1
39.41,132.0,921.91,25.0,Debit,Branch,1
254.00000000000003,63.0,5788.53,35.0,Debit,Branch,1
436.8,213.0,4515.43,36.0,Debit,Branch,1
224.73,63.0,7551.890000000001,76.0,Debit,Branch,1
752.69,115.0,14489.69,65.0,Credit,ATM,2
78.5,41.0,13991.5,31.0,Credit,Branch,1
50.0,87.0,185.87,53.0,Credit,ATM,2
132.42,164.0,726.3899999999999,18.0,Debit,ATM,2
11.67,105.0,7458.629999999999,76.0,Debit,Branch,1
83.16,177.0,3065.87,61.0,Debit,ATM,2
149.02,176.0,9379.72,46.0,Credit,Branch,1
74.27,148.0,13696.61,59.0,Credit,Online,3
876.57,118.0,3743.6300000000006,62.0,Credit,ATM,2
615.58,133.0,14343.0,42.0,Debit,ATM,2
643.03,52.00000000000001,2882.16,36.0,Credit,Online,3
7.950000000000001,65.0,5631.2,79.0,Debit,ATM,2
270.92,143.0,4574.43,77.0,Credit,Branch,1
499.47999999999996,133.0,1242.62,24.0,Debit,ATM,2
841.5,287.0,352.31,25.0,Credit,Branch,1
138.82,53.00000000000001,3100.22,77.0,Debit,Online,3
231.46,83.0,4707.24,60.0,Credit,Branch,1
292.08,32.0,7950.48,72.0,Debit,ATM,2
63.98,258.0,7954.12,54.0,Debit,Online,3
235.21,74.0,5946.61,67.0,Debit,Branch,1
201.73,78.0,6650.71,57.0,Debit,Online,3
161.31,13.0,1268.67,28.0,Debit,ATM,2
18.41,168.00000000000003,8287.54,53.0,Debit,Branch,1
471.75,41.0,12948.5,34.0,Credit,Branch,1
290.02,246.0,4746.71,55.0,Debit,Branch,1
48.05,37.99999999999999,5334.97,27.0,Debit,Branch,1
359.42,30.0,1765.45,55.0,Debit,Branch,1
32.91,255.0,427.3,19.0,Debit,Online,3
3.8000000000000003,140.0,6285.39,67.0,Debit,Branch,1
31.81,149.0,1406.6,51.0,Debit,Online,3
220.2,102.0,1075.15,28.0,Debit,Online,3
476.03,99.0,5958.34,77.0,Credit,Branch,1
141.91,49.0,791.9699999999999,23.0,Debit,Branch,1
95.83,91.0,1726.4,27.0,Debit,Online,3
51.15,199.0,8992.25,46.0,Credit,Branch,1
1192.2,103.0,7816.410000000001,60.0,Credit,Branch,1
50.75,185.0,8271.47,62.0,Debit,ATM,2
185.07,159.0,636.42,22.0,Debit,Branch,1
293.54,45.0,2290.1,40.0,Debit,Online,3
23.38,89.0,9968.49,32.0,Debit,Branch,1
285.26,93.0,167.72,28.0,Debit,ATM,2
129.48,179.0,7581.7,31.0,Debit,ATM,2
743.03,174.0,4111.38,50.0,Debit,ATM,2
297.86,96.0,1680.14,28.0,Credit,ATM,2
231.92,12.0,5715.08,66.0,Debit,ATM,2
295.82,45.99999999999999,5897.73,47.0,Credit,Branch,1
302.86,275.0,5239.24,55.0,Debit,Online,3
81.08,56.0,7788.910000000001,58.0,Debit,ATM,2
775.6,158.0,3898.6400000000003,79.0,Credit,Branch,1
178.43,136.0,1214.93,26.0,Debit,Branch,1
211.91,181.0,927.4699999999999,20.0,Debit,Online,3
17.21,219.0,914.16,23.0,Debit,Online,3
124.22,172.0,9695.04,23.0,Debit,ATM,2
38.37,135.0,8647.04,63.0,Debit,ATM,2
269.79,17.0,1292.1,52.0,Debit,ATM,2
605.42,33.0,392.34,21.0,Debit,ATM,2
11.19,40.0,9877.17,60.0,Debit,ATM,2
29.19,41.0,12059.85,58.0,Credit,Branch,1
701.7,64.0,6643.24,61.0,Credit,Online,3
862.34,72.0,9903.48,57.0,Debit,Branch,1
410.97,45.0,151.42,22.0,Debit,ATM,2
36.97,79.0,2850.92,41.0,Debit,Branch,1
137.59,95.0,10679.67,30.0,Debit,ATM,2
168.11,12.0,10652.13,51.0,Credit,Online,3
430.98,93.0,569.25,24.0,Debit,Branch,1
13.87,20.0,954.83,24.0,Debit,Branch,1
642.68,66.0,1831.2,76.0,Debit,ATM,2
175.07,169.0,9274.64,28.0,Debit,Online,3
302.82,175.0,9384.54,36.0,Debit,ATM,2
1647.74,52.00000000000001,1483.84,67.0,Debit,ATM,2
406.81,84.00000000000001,1968.3600000000001,66.0,Debit,Online,3
256.3,172.0,4203.05,53.0,Debit,Online,3
80.96,97.0,959.9399999999999,19.0,Credit,Online,3
95.78,26.999999999999996,271.64,22.0,Debit,Online,3
379.54,118.0,12571.76,41.0,Credit,Branch,1
903.19,65.0,8627.08,22.0,Debit,Online,3
142.19,26.999999999999996,524.46,18.0,Debit,Branch,1
847.45,175.0,422.32,28.0,Debit,Branch,1
295.18,30.999999999999996,12961.53,66.0,Credit,Branch,1
18.46,213.0,6381.6,68.0,Debit,Branch,1
603.23,48.0,117.98000000000002,28.0,Debit,Branch,1
54.5,147.0,1715.22,57.0,Credit,Branch,1
414.77,274.0,5599.81,29.0,Debit,Online,3
886.19,69.00000000000001,7904.240000000001,61.0,Debit,Branch,1
440.03,88.0,1490.44,49.0,Debit,Online,3
35.46,285.0,1532.72,56.0,Debit,ATM,2
76.39,219.0,5976.0,18.0,Debit,Branch,1
595.91,162.0,1673.76,19.0,Credit,ATM,2
6.03,70.0,3290.72,76.0,Debit,Branch,1
249.34,197.0,3030.97,26.0,Debit,ATM,2
421.52,67.0,369.86,20.0,Debit,Branch,1
189.77,24.0,6570.36,58.0,Debit,Branch,1
73.19,213.0,2264.98,76.0,Debit,Branch,1
188.13,198.0,5029.87,75.0,Credit,Online,3
30.52,122.0,12327.74,62.0,Debit,Branch,1
1235.69,118.0,420.25,20.0,Credit,Branch,1
1159.39,150.0,6499.53,41.0,Debit,Online,3
170.24,133.0,5172.99,62.0,Debit,Branch,1
56.62,121.0,8981.1,54.0,Debit,Branch,1
53.14,70.0,7914.999999999999,34.0,Debit,ATM,2
587.23,144.0,500.84,27.0,Debit,Online,3
146.15,75.0,13784.4,43.0,Debit,Branch,1
21.27,114.0,7392.79,62.0,Credit,Online,3
1397.59,144.0,1134.79,26.0,Credit,ATM,2
76.02,189.0,14765.41,34.0,Credit,Online,3
170.19,156.0,745.87,27.0,Credit,Branch,1
155.51,15.0,5360.19,68.0,Debit,ATM,2
135.15,50.00000000000001,5878.14,72.0,Debit,Online,3
39.48,37.99999999999999,5889.51,56.0,Debit,ATM,2
451.68,15.0,4381.54,33.0,Debit,Online,3
19.11,160.0,8478.46,49.0,Credit,Online,3
355.0,33.0,185.47,26.0,Credit,Online,3
427.69,236.0,2443.54,43.0,Debit,ATM,2
254.86,102.0,699.8999999999999,23.0,Debit,Branch,1
19.48,114.0,4739.59,27.0,Debit,ATM,2
190.17,265.0,12893.85,49.0,Debit,ATM,2
91.38,179.0,2402.58,65.0,Debit,ATM,2
206.63,128.0,7626.53,59.0,Credit,Online,3
93.22,52.00000000000001,1014.6300000000001,52.0,Debit,Online,3
547.98,171.0,1358.54,28.0,Debit,ATM,2
641.06,25.000000000000004,1602.13,23.0,Debit,ATM,2
314.55,18.999999999999996,1105.89,27.0,Credit,Branch,1
836.45,63.0,1731.89,61.0,Debit,Online,3
1095.09,52.00000000000001,8692.47,29.0,Debit,ATM,2
189.45,61.99999999999999,12578.75,53.0,Credit,Branch,1
91.84,80.0,1712.41,67.0,Credit,Branch,1
609.52,169.0,3485.03,78.0,Debit,ATM,2
859.3,68.00000000000001,1146.78,78.0,Credit,Branch,1
100.01,63.0,6393.12,50.0,Debit,ATM,2
28.78,51.00000000000001,680.5499999999998,40.0,Credit,Online,3
111.08,83.0,7037.34,70.0,Debit,Online,3
470.96,123.99999999999999,12991.03,69.0,Credit,Online,3
52.23,96.0,105.01,28.0,Credit,Branch,1
78.62,52.00000000000001,1360.85,32.0,Debit,Branch,1
47.79,37.0,1649.92,25.0,Debit,Branch,1
333.97,45.0,5237.36,52.0,Debit,Branch,1
30.87,295.0,14348.65,33.0,Debit,ATM,2
710.43,115.0,5625.55,67.0,Debit,Online,3
220.23,48.0,3438.02,41.0,Debit,ATM,2
27.28,96.0,10668.24,29.0,Debit,ATM,2
101.52,98.0,2018.9000000000003,49.0,Debit,ATM,2
162.65,147.0,9500.95,59.0,Debit,ATM,2
10.52,30.0,2472.99,55.0,Debit,ATM,2
270.72,37.0,6522.47,38.0,Debit,Branch,1
202.34,134.0,1223.45,20.0,Debit,Online,3
247.58,151.99999999999997,778.74,39.0,Debit,ATM,2
686.17,96.0,2246.15,61.0,Debit,ATM,2
359.65,289.0,219.53,25.0,Credit,Online,3
109.91,90.0,12896.06,38.0,Debit,Branch,1
215.72,137.0,8697.11,30.0,Credit,Branch,1
490.76,156.0,6414.11,66.0,Debit,Online,3
224.28,68.00000000000001,5767.51,64.0,Debit,Online,3
614.03,51.00000000000001,2815.86,68.0,Debit,ATM,2
608.79,157.0,2991.17,55.0,Debit,Online,3
186.55,288.0,224.65,48.0,Debit,Branch,1
840.16,68.00000000000001,1236.76,20.0,Credit,Branch,1
203.34,66.0,13586.99,60.0,Debit,ATM,2
90.88,284.0,7117.35,26.0,Debit,ATM,2
60.11,122.0,7235.87,61.0,Credit,Branch,1
393.92,47.0,7318.64,72.0,Debit,Branch,1
19.39,45.0,9847.6,43.0,Debit,ATM,2
557.41,49.0,2968.75,80.0,Credit,Online,3
57.07,99.0,9323.71,31.0,Credit,Online,3
395.27,167.0,1764.08,18.0,Credit,Online,3
289.05,116.00000000000001,5683.49,75.0,Debit,ATM,2
46.11,233.0,5225.73,33.0,Debit,Online,3
335.5,47.0,6445.4,63.0,Debit,ATM,2
388.07,68.00000000000001,289.71,24.0,Debit,Online,3
520.86,66.0,9200.74,51.0,Credit,Online,3
787.41,39.0,300.87,25.0,Debit,Online,3
31.699999999999996,121.0,743.8999999999999,48.0,Credit,ATM,2
22.3,90.0,1200.35,21.0,Debit,ATM,2
203.12,181.0,1562.39,56.0,Debit,ATM,2
315.94,172.0,7719.709999999999,49.0,Credit,Branch,1
192.23,39.0,2610.67,54.0,Debit,Online,3
1510.71,51.00000000000001,2060.02,66.0,Debit,Online,3
0.26,173.0,1833.67,20.0,Debit,Online,3
210.77,161.0,5396.65,71.0,Debit,ATM,2
406.65,107.0,12995.7,57.0,Debit,ATM,2
422.9,111.0,7616.43,40.0,Debit,ATM,2
20.62,225.0,12500.8,35.0,Credit,ATM,2
174.39,36.0,1127.08,19.0,Debit,ATM,2
7.859999999999999,91.0,3621.98,76.0,Credit,Branch,1
61.98,44.0,5212.28,49.0,Debit,Online,3
54.85,40.0,2727.45,58.0,Credit,Branch,1
204.7,95.0,5117.03,49.0,Debit,Branch,1
16.55,159.0,6089.79,26.0,Debit,Branch,1
91.32,77.0,2618.1,58.0,Debit,Branch,1
195.49,212.0,11988.12,31.0,Debit,ATM,2
49.62,111.0,3841.4199999999996,55.0,Debit,ATM,2
487.16,84.00000000000001,321.21,28.0,Credit,Branch,1
405.6,44.0,9754.73,37.0,Debit,Online,3
512.95,143.0,9584.52,57.0,Debit,Branch,1
345.94,163.0,7624.56,31.0,Debit,ATM,2
356.56,52.00000000000001,2485.73,47.0,Debit,Online,3
10.31,280.0,2137.9,36.0,Debit,Online,3
211.69,111.0,6412.85,30.0,Debit,Branch,1
221.49,196.0,707.25,23.0,Credit,Branch,1
278.23,83.0,8300.54,48.0,Debit,Online,3
116.88,263.0,7717.339999999999,45.0,Debit,ATM,2
328.77,247.0,6967.03,39.0,Credit,Online,3
77.53,55.0,5158.6,54.0,Debit,Branch,1
421.74,103.0,12031.14,67.0,Debit,Online,3
313.69,151.99999999999997,7093.68,73.0,Debit,Branch,1
411.72,153.0,8539.86,29.0,Debit,Branch,1
508.73,89.0,7640.57,59.0,Debit,Branch,1
153.08,201.0,1292.21,24.0,Debit,ATM,2
23.01,166.0,5958.75,63.0,Debit,Branch,1
69.28,129.0,708.7399999999999,25.0,Debit,Online,3
51.25,66.0,1744.4,28.0,Credit,Branch,1
407.65,263.0,273.78,25.0,Debit,ATM,2
459.25,59.00000000000001,130.76,25.0,Debit,Branch,1
301.56,118.0,10389.6,49.0,Debit,Branch,1
17.67,91.0,1048.18,63.0,Debit,Online,3
5.29,132.0,12896.68,32.0,Credit,Online,3
401.37,251.0,8208.54,43.0,Debit,Branch,1
145.4,24.0,5244.49,38.0,Debit,Online,3
556.34,45.99999999999999,11935.14,37.0,Debit,Online,3
34.31,251.0,1484.76,24.0,Debit,ATM,2
780.59,145.0,6513.34,23.0,Credit,Online,3
282.65,161.0,13801.15,35.0,Debit,ATM,2
305.27,147.0,12958.65,68.0,Debit,Online,3
185.81,116.00000000000001,9588.71,32.0,Debit,Online,3
66.01,179.0,3475.99,49.0,Debit,Online,3
447.95,75.0,7544.399999999999,29.0,Debit,Branch,1
279.3,48.0,1193.61,19.0,Debit,ATM,2
26.75,26.999999999999996,12063.77,33.0,Debit,Online,3
611.15,121.0,892.8299999999999,27.0,Debit,ATM,2
275.2,81.0,1230.12,54.0,Debit,Online,3
427.79,189.0,1479.67,18.0,Debit,Branch,1
469.13,139.0,1265.28,54.0,Credit,ATM,2
102.81,47.0,3228.87,76.0,Debit,Branch,1
22.61,145.0,1111.67,19.0,Debit,Online,3
68.28,293.0,3213.16,56.0,Debit,Online,3
33.65,146.0,12719.93,63.0,Credit,Online,3
362.68,137.0,2040.77,63.0,Credit,ATM,2
73.23,172.0,1309.85,20.0,Debit,Branch,1
654.49,104.0,164.61,25.0,Credit,Online,3
18.56,161.0,4230.37,49.0,Credit,Branch,1
389.05,41.0,761.0,27.0,Debit,ATM,2
7.38,105.0,2923.83,67.0,Debit,Online,3
109.48,93.0,7372.47,61.0,Debit,Online,3
66.91,85.0,871.1,39.0,Debit,ATM,2
335.48,155.0,3023.16,45.0,Debit,Branch,1
38.14,174.0,1119.21,19.0,Debit,Online,3
1076.98,173.0,11833.73,60.0,Debit,Branch,1
360.02,68.00000000000001,6400.59,68.0,Debit,Online,3
567.71,80.0,13884.24,63.0,Debit,Online,3
218.19,185.0,620.83,19.0,Debit,ATM,2
209.99,40.0,1938.0100000000002,19.0,Debit,ATM,2
11.02,280.0,964.79,19.0,Debit,Branch,1
83.43,109.0,1870.16,56.0,Debit,Online,3
344.97,106.0,5577.94,34.0,Debit,Online,3
172.29,283.0,8700.8,36.0,Debit,ATM,2
195.54,255.0,2794.66,60.0,Debit,Online,3
101.23,87.0,6169.71,45.0,Debit,Online,3
180.46,34.0,831.7499999999999,25.0,Debit,ATM,2
692.55,109.0,2451.56,53.0,Debit,Branch,1
147.31,91.99999999999999,13625.52,34.0,Credit,Online,3
107.48,103.0,1379.39,20.0,Debit,Branch,1
1831.02,83.0,11498.01,62.0,Credit,Online,3
81.51,97.0,865.4899999999999,25.0,Debit,Branch,1
365.48,215.99999999999997,7147.4,76.0,Credit,Online,3
491.1,125.0,7833.85,35.0,Credit,Online,3
452.8,151.0,4840.67,80.0,Debit,Branch,1
645.04,78.0,7361.47,70.0,Debit,Branch,1
169.28,114.0,5128.44,45.0,Debit,Branch,1
88.42,91.0,12381.45,62.0,Debit,ATM,2
155.53,66.0,4008.05,29.0,Debit,ATM,2
991.8200000000002,300.0,3493.13,43.0,Debit,Online,3
39.24,106.0,6462.41,77.0,Debit,ATM,2
152.01,111.0,4625.12,42.0,Debit,ATM,2
78.77,50.00000000000001,6470.57,48.0,Credit,ATM,2
26.5,179.0,4854.83,48.0,Debit,Online,3
83.62,146.0,12652.22,48.0,Debit,ATM,2
142.78,150.0,11705.88,68.0,Debit,Branch,1
55.99,95.0,932.61,35.0,Debit,ATM,2
774.48,30.999999999999996,11613.58,61.0,Debit,Branch,1
105.37,160.0,1068.55,25.0,Debit,ATM,2
118.83,295.0,1616.3,28.0,Debit,Online,3
46.22,217.0,471.2799999999999,23.0,Debit,Branch,1
659.71,148.0,106.86,21.0,Credit,Branch,1
377.97,160.0,2457.1,72.0,Debit,Online,3
114.1,148.0,5882.12,69.0,Debit,Branch,1
11.3,41.0,1938.99,55.0,Credit,Online,3
95.5,17.0,4079.09,57.0,Debit,Online,3
130.93,149.0,860.1199999999999,28.0,Credit,Branch,1
272.97,174.0,7811.310000000001,68.0,Debit,Online,3
73.35,47.0,1181.84,24.0,Debit,Branch,1
29.94,243.0,10915.54,58.0,Debit,ATM,2
307.24,136.0,1670.72,19.0,Debit,ATM,2
50.52,140.0,1121.19,20.0,Debit,Online,3
820.46,243.0,5621.86,53.0,Credit,Online,3
153.07,116.00000000000001,8873.43,56.0,Debit,ATM,2
52.94,146.0,6990.92,41.0,Debit,Branch,1
384.41,65.0,7831.56,60.0,Debit,ATM,2
235.42,175.0,6173.23,51.0,Debit,Branch,1
114.23,64.0,9523.72,56.0,Debit,ATM,2
12.62,61.00000000000001,6420.47,33.0,Debit,Branch,1
997.37,145.0,1146.09,23.0,Debit,ATM,2
373.52,235.0,6430.41,35.0,Debit,ATM,2
336.05,164.0,1635.05,28.0,Debit,Branch,1
366.93,33.0,6697.79,66.0,Debit,Online,3
112.27,102.0,7369.89,58.0,Debit,Branch,1
494.9599999999999,132.0,6903.68,40.0,Debit,ATM,2
561.58,22.999999999999996,11748.86,65.0,Debit,Online,3
440.94,148.0,7303.23,42.0,Debit,Online,3
71.9,51.00000000000001,10619.35,29.0,Debit,Branch,1
256.66,137.0,1794.5,54.0,Credit,Online,3
166.55,99.0,12970.21,59.0,Credit,Branch,1
276.26,143.0,120.88999999999999,56.0,Debit,Branch,1
35.46,164.0,5692.31,67.0,Debit,ATM,2
38.14,165.0,9879.87,50.0,Debit,Branch,1
506.25999999999993,86.0,6266.65,64.0,Credit,ATM,2
736.32,28.0,14268.95,31.0,Debit,Online,3
389.43,151.0,6449.83,52.0,Credit,ATM,2
25.58,166.0,6741.41,60.0,Debit,ATM,2
446.1,243.0,1008.44,25.0,Debit,ATM,2
147.74,15.0,1711.78,23.0,Debit,Branch,1
1228.81,254.0,1821.0,26.0,Debit,ATM,2
46.23,282.0,5107.75,77.0,Debit,Online,3
265.37,77.0,5229.95,33.0,Debit,Branch,1
342.57,91.0,339.16,20.0,Debit,Online,3
417.26,45.0,10442.48,32.0,Credit,Online,3
33.63,75.99999999999999,4324.4,63.0,Debit,Online,3
64.58,173.0,6292.29,55.0,Debit,Branch,1
23.23,122.0,269.01,21.0,Credit,Branch,1
160.52,112.0,5379.25,78.0,Credit,ATM,2
278.88,179.0,1334.09,64.0,Debit,Branch,1
285.49,109.0,6366.84,53.0,Credit,Branch,1
